fonte,familia,consulta_canonica,consulta_adaptada,posicao,faixa_posicao,titulo,autores,ano,doi,url,resumo,identificador_fonte,data_recuperacao_utc,hash_resposta_bruta,chave_deduplicacao,duplicata_nesta_execucao_de,presente_no_corpus_historico,prioridade_triagem_automatica,decisao_humana,justificativa_humana,status_validacao_humana
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,13,1-25,Rethinking Software Engineering in the Foundation Model Era: A Curated Catalogue of Challenges in the Development of Trustworthy FMware,Ahmed E. Hassan; Dayi Lin; Gopi Krishnan Rajbahadur; Keheliya Gallaba; Filipe R. Cogo; Boyuan Chen; Haoxiang Zhang; Kishanthan Thangarajah; Gustavo A. Oliva; Jiahuei Lin; Wali Mohammad Abdullah; Zhen Ming Jiang,2024,10.48550/arxiv.2402.15943,http://arxiv.org/abs/2402.15943,"Foundation models (FMs), such as Large Language Models (LLMs), have revolutionized software development by enabling new use cases and business models. We refer to software built using FMs as FMware. The unique properties of FMware (e.g., prompts, agents, and the need for orchestration), coupled with the intrinsic limitations of FMs (e.g., hallucination) lead to a completely new set of software engineering challenges. Based on our industrial experience, we identified 10 key SE4FMware challenges that have caused enterprise FMware development to be unproductive, costly, and risky. In this paper, we discuss these challenges in detail and state the path for innovation that we envision. Next, we present FMArts, which is our long-term effort towards creating a cradle-to-grave platform for the engineering of trustworthy FMware. Finally, we (i) show how the unique properties of FMArts enabled us to design and develop a complex FMware for a large customer in a timely manner and (ii) discuss the lessons that we learned in doing so. We hope that the disclosure of the aforementioned challenges and our associated efforts to tackle them will not only raise awareness but also promote deeper and further discussions, knowledge sharing, and innovative solutions across the software engineering discipline.",https://openalex.org/W4392223986,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.48550/arxiv.2402.15943,,não,alta,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,14,1-25,Bridging Security Compliance and DevOps Velocity in Enterprise Platforms,Nadeem Siddiqui,2026,10.36948/ijfmr.2026.v08i02.75741,https://doi.org/10.36948/ijfmr.2026.v08i02.75741,"As enterprise cloud adoption accelerates, the tension between innovation and regulation continues to grow. For organizations operating in highly regulated industries—such as finance, healthcare, government, and energy—the challenge isn’t just delivering at speed, but doing so within the constraints of strict governance frameworks. The solution? Policy-driven infrastructure. By embedding rules, standards, and compliance controls into the very foundation of how systems are built and managed, enterprises can shift governance left—into the cloud provisioning and deployment lifecycle. This paper explores the emerging future of policy-driven infrastructure in regulated cloud ecosystems. It highlights real-world patterns, enabling technologies, and strategic shifts that are redefining how compliance, automation, and agility can coexist.",https://openalex.org/W7160620243,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.36948/ijfmr.2026.v08i02.75741,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,15,1-25,Employee-driven leakage of technical documentation into general-purpose llms: An integrative review,Luka Latinović; O.I. Zhukovskiy; Olga Mašić; D. Živković,2026,10.5937/sjem2601077l,https://doi.org/10.5937/sjem2601077l,"General-purpose large language models are increasingly used by employees to interpret standards, troubleshoot systems, and draft or refine engineering artefacts. This routine assistance creates bidirectional flows: proprietary documentation is occasionally externalised as prompts, uploads, screenshots, or connector-mediated retrieval, while model outputs are pasted back into internal tickets, runbooks, and repositories. This integrative review synthesises heterogeneous evidence (peer-reviewed research, provider and regulator materials, and structured incident reporting) to map employee-driven leakage mechanisms along the documentation lifecycle and to derive a governance approach that is auditable under policy drift and multi-vendor toolchains. We identify a recurrent set of boundary-crossing transition points such as copy-paste, upload/OCR, connector invocation, and paste-back, where risk concentrates and where observability is often weakest. Across these pathways, four cross-cutting risk dimensions recur: confidentiality and competitive exposure, compliance and cross-border transfer, model-side effects (including extraction, spillover, and contamination risks), and incentive-driven governance gaps that sustain shadow workflows. Building on the mechanism map, we propose a proportionate ""minimal guardrail stack"" and an organisational evaluation framework combining qualitative risk scoring, rule-based escalation, and simple, trackable metrics (e.g., consolidation onto sanctioned channels, blocking effectiveness, inspection false positives, policy-drift lag, and time to a compliant alternative). The paper does not assert prevalence. Instead, it aims to make assumptions explicit and support cautious, workflow-compatible adoption decisions.",https://openalex.org/W7135383734,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.5937/sjem2601077l,,sim,alta,,,não_aplicável
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,16,1-25,LLM Agent Development Lifecycle (LADL): A Structured Engineering Framework for Probabilistic Autonomous Systems Beyond Agile Methodologies,Arzoo Taj,2026,10.2139/ssrn.6913179,https://doi.org/10.2139/ssrn.6913179,,https://openalex.org/W7171733178,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.2139/ssrn.6913179,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,17,1-25,From Deterministic Pipelines to Intelligent Orchestration: A Transformer-Driven Framework for LLM-Augmented DevOps Automation,Shekar Vollem,2024,10.15662/ijrpetm.2024.0701009,https://doi.org/10.15662/ijrpetm.2024.0701009,"The convergence of Large Language Models (LLMs) and DevOps practices represents a transformative phase in software delivery automation, redefining how modern engineering teams design, deploy, monitor, and optimize software systems. While DevOps has traditionally focused on CI/CD pipelines, infrastructure as code, containerization, observability platforms, and scripted automation, recent advances in transformer-based LLMs introduce a new layer of adaptive, context-aware intelligence capable of interpreting natural language requirements, generating deployment configurations, summarizing distributed system logs, detecting anomalous patterns across telemetry streams, and even recommending or executing remediation steps. Unlike deterministic automation tools that rely on predefined rules and static workflows, LLM-driven systems leverage attention mechanisms and large-scale representation learning to reason across heterogeneous artifacts such as YAML files, Terraform modules, test cases, API schemas, and incident reports, enabling dynamic orchestration of complex DevOps workflows. By integrating foundational transformer research, empirical studies on code-trained LLM performance, and established MLOps architectural frameworks, this work synthesizes a comprehensive reference model for LLM-driven DevOps optimization that spans observability ingestion, prompt orchestration layers, retrieval-augmented reasoning, policy guardrails, and automated action pipelines. Through critical analysis of prior studies and industry implementations, we examine empirical performance evidence, system design trade-offs, governance considerations, security risks, scalability constraints, and cost–latency implications, ultimately outlining how LLM-based automation can augment human engineers, reduce mean time to resolution, improve deployment reliability, and accelerate continuous delivery while maintaining accountability and operational control within enterprise DevOps ecosystems.",https://openalex.org/W7134266318,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.15662/ijrpetm.2024.0701009,,sim,alta,,,não_aplicável
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,18,1-25,Enterprise Architecture Framework for Secure Large Language Model Deployment in Financial Services,Saad Khan,2024,10.63282/3117-5481/aijcst-v6i1p109,https://doi.org/10.63282/3117-5481/aijcst-v6i1p109,"The rapid advancement of Large Language Models (LLMs) has created new opportunities for financial institutions to enhance customer engagement, investment research, advisor productivity, and operational efficiency. However, enterprise adoption of LLMs remains challenging due to stringent regulatory requirements, data privacy concerns, cybersecurity risks, model governance complexities, and integration with existing enterprise systems. While existing research primarily focuses on LLM capabilities and model performance, limited attention has been given to a comprehensive enterprise architecture that enables secure, scalable, and governed deployment of LLMs within regulated financial environments. This paper proposes a novel Enterprise Architecture Framework for Secure Large Language Model Deployment in Financial Services to support the responsible adoption of generative AI across banking, asset and wealth management, and capital markets. The proposed framework consists of six vertically integrated architectural layers—Experience and Channels, AI Orchestration and Policy, LLM Services, Knowledge and Retrieval-Augmented Generation (RAG), Enterprise Integration, and Platform and Deployment—supported by four cross-cutting control domains: Security, Governance, Compliance, and Observability. These layers provide a scalable foundation for integrating LLM capabilities into enterprise applications while ensuring regulatory compliance, data protection, explainability, and operational resilience. A design science research methodology is employed to develop and validate the framework using a representative enterprise financial services case study. The evaluation demonstrates how the proposed architecture enables secure knowledge retrieval, intelligent research assistance, workflow automation, and decision support while maintaining identity-based access control, human oversight, auditability, and responsible AI governance. By combining cloud-native architecture, API-driven integration, zero-trust security, and continuous monitoring, the framework addresses critical enterprise requirements for secure LLM adoption. The proposed framework contributes a reusable enterprise reference architecture that bridges the gap between generative AI innovation and the operational, security, and governance demands of modern financial institutions, providing enterprise architects and technology leaders with practical guidance for implementing trustworthy and scalable LLM solutions.",https://openalex.org/W7169912091,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.63282/3117-5481/aijcst-v6i1p109,,não,alta,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,19,1-25,Large Language Model Evaluation in 2025: Smarter Metrics That Separate Hype from Trust,Anil Kumar Shukla,2025,10.36227/techrxiv.175021940.06537275/v1,https://doi.org/10.36227/techrxiv.175021940.06537275/v1,"As Large Language Models (LLMs) increasingly power enterprise systems, healthcare tools, legal summarizers, and decision-support systems, the question of how to evaluate them has never been more urgent-or more complex. Traditional metrics such as BLEU and ROUGE, while still useful, fail to capture the full landscape of performance, trustworthiness, safety, and operational viability required in modern deployments. This paper presents a practitioner-focused guide to LLM evaluation as of June 2025, emphasizing both foundational and emerging metrics across seven critical dimensions: accuracy, efficiency, safety, fairness, explainability, compliance, and knowledge grounding. We argue that multidimensional evaluation is no longer optional-it is central to model selection, auditing, and long-term AI governance. The paper consolidates the Top 15 most relevant metrics today, explains their context, use cases, and trade-offs, and provides detailed benchmarking insights. It also outlines emerging trends-including green metrics, adversarial robustness, and continuous evaluation pipelines-that are shaping the next phase of trustworthy LLM development.",https://openalex.org/W4411397529,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.36227/techrxiv.175021940.06537275/v1,,não,alta,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,20,1-25,Enterprise GenAI: LLM Deployment on AWS,Sufiyan Shaikh,2026,10.22214/ijraset.2026.77762,https://doi.org/10.22214/ijraset.2026.77762,"Generative AI and Large Language Models (LLMs) have transitioned from experimental prototypes to critical enterprise assets, requiring robust, scalable, and secure deployment frameworks. This paper presents a comprehensive survey of LLM deployment strategies on Amazon Web Services (AWS), focusing on the shift from consumer-grade to enterprise-ready architectures. We analyze the AWS Generative AI stack, specifically comparing managed serverless approaches via Amazon Bedrock with customizable infrastructure through Amazon SageMaker. The survey highlights key architectural patterns, including Retrieval-Augmented Generation (RAG) for grounding models in proprietary data and multi-agent systems for complex task orchestration. Furthermore, we examine the critical role of LLMOps in managing the model lifecycle, ensuring security through Guardrails, and optimizing costs via quantization and provisioned throughput. By synthesizing real-world case studies and performance metrics, this paper provides a scalable roadmap for organizations to implement production-grade Generative AI solutions that maintain data sovereignty and operational excellence.",https://openalex.org/W7138890318,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.22214/ijraset.2026.77762,,não,alta,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,21,1-25,Redefining Sovereign AI through an AI Capability Stack Risk Perspective,Krishna Ronanki; Beatriz Cabrero-Daniel; Christian Berger,2026,10.2139/ssrn.7205198,https://doi.org/10.2139/ssrn.7205198,,https://openalex.org/W7201863788,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.2139/ssrn.7205198,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,22,1-25,AI Maturity in India’s IT and ITES Ecosystems: State-Level Benchmarking Against G20 and BRICS Digital Economies,Murali Krishna Pasupuleti,2024,10.62311/nesx/rp-ai45,https://doi.org/10.62311/nesx/rp-ai45,"Abstract: This study investigates artificial intelligence (AI) maturity across India’s leading IT and IT-enabled services (ITES) ecosystems through a state-level benchmarking framework that is designed to be comparable with global digital economies. AI maturity is operationalised as an empirical composite of (i) innovation capability and institutional readiness, and (ii) the scale of IT/ITES production and export capacity that supports sustained AI deployment. A data engineering blueprint is specified for integrating high-volume service telemetry and enterprise process traces using Hadoop and Apache Spark, enabling reproducible measurement of operational AI adoption signals such as AIOps and MLOps intensity. Results are reported using published, policy-grade indicators for Indian states and union territories, including state-wise IT/ITES exports and innovation performance scores, and are triangulated using subnational digitalisation evidence. The findings highlight a small set of states that jointly dominate India’s export-oriented IT/ITES base and innovation capacity, forming an AI-maturity frontier that is regionally concentrated yet policy-responsive. The benchmarking logic aligns state performance with a set of internationally recognised AI readiness anchors in order to contextualise India’s subnational heterogeneity against global governance-and-infrastructure baselines. The analysis yields interpretable maturity gaps and policy levers spanning data infrastructure, skills pipelines, and enterprise graph connectivity that can be measured and monitored over time. Keywords AI maturity; IT and ITES; state-level benchmarking; digital economy; Hadoop; Apache Spark; enterprise graphs; network science; graph neural networks; G20; BRICS",https://openalex.org/W7116932912,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.62311/nesx/rp-ai45,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,23,1-25,An MLOps Maturity Model for Retail Organizations and Transition Criteria Between Levels,"Senior Manager - Data Services & AI Platform, Columbus, Ohio, USA; Venkatesh Gundu",2025,10.37547/tajet/volume07issue11-09,https://doi.org/10.37547/tajet/volume07issue11-09,"The article proposes an original MLOps maturity model specifically oriented toward retail organizations. The relevance of the study stems from the fact that, despite active investment in machine learning, many retailers face difficulties with scaling, ensuring reliability, and assessing the return on investment of AI initiatives. The presented model serves as a roadmap for the phased and systematic development of MLOps practices. The scientific novelty lies in the domain adaptation of general MLOps principles to the retail context and, critically, in establishing clear and measurable criteria for transitions between five maturity levels. The paper analyzes existing universal maturity models. The five levels, from chaotic to optimized, are described through the lens of four key dimensions: technology and data, ML development, deployment and operations, governance and people. Particular emphasis is placed on the development of concrete checklists that make it possible to verify readiness to transition to the next level. The purpose of the study is to provide retail companies with a tool for self-assessment and strategic planning to build their MLOps capabilities. To achieve this goal, methods of analysis of existing models, synthesis, and domain adaptation are used. In conclusion, it is emphasized that a high level of MLOps maturity is primarily a strategic rather than a purely technical task. The material is addressed to CDOs, CIOs, heads of Data Science, and MLOps engineers in retail.",https://openalex.org/W4416231385,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.37547/tajet/volume07issue11-09,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,24,1-25,Defining Success in Probabilistic Products: Key Performance Indicators and Lifecycle Management for Generative AI Applications in Enterprise,Vraj Bharatkumar Thakkar,2025,10.21590/ijtmh.11.04.08,https://doi.org/10.21590/ijtmh.11.04.08,"Generative Artificial Intelligence introduces probabilistic behavior into enterprise software systems, fundamentally challenging the deterministic assumptions underlying traditional product management and Software-as-a-Service success metrics. Conventional indicators such as Daily Active Users, churn rate, and uptime fail to capture the economic, operational, and risk dimensions inherent in stochastic model outputs. This paper proposes a novel product management framework for probabilistic AI systems, grounded in enterprise deployments of generative applications launched from zero to production scale. A new class of AI-native Key Performance Indicators is introduced, including Response Accuracy, Hallucination Rate, Token Efficiency, and Human Intervention Rate, alongside a Probabilistic Product Lifecycle model integrating continuous evaluation and human-in-the-loop governance. Through comparative analysis and applied case evidence, the study establishes a new standard for measuring success in enterprise generative AI products, reframing uncertainty from a liability into a measurable and manageable product dimension.",https://openalex.org/W7119597467,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.21590/ijtmh.11.04.08,,sim,alta,,,não_aplicável
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,25,1-25,RESEARCH ON SOFTWARE DEVELOPMENT SCENARIOS FROM REAL INDUSTRIAL EXPERIENCE,M. Lyashkevych,2026,10.70286/isu-18.03.2026.033,https://doi.org/10.70286/isu-18.03.2026.033,"For different types of software, especially traditional information systems, automated systems, chatbots, cyber-physical systems, as well as machine and logical learning programs, the structure of the SDLC, key positive, and negative events during development and operation may differ significantly.Software development scenarios should therefore not be understood as a series of general phases, but rather as a context-specific model of a project from initiation to completion.The emergence of this model is influenced by factors such as the type of software product, the chosen development methodology, the architectural design, the development methods, team collaboration, available resources, and environmental uncertainties.The more complex, adaptable, and intelligent the software, the more variable, iterative, and risk-sensitive its development scenario becomes.The existing literature clearly shows that the traditional SDLC in its ""pure"" form is no longer suitable for software development aimed at AI with machine learning (ML) and large language models (LLM): in addition to the usual phases of requirements analysis, design, implementation, testing, deployment, and maintenance, separate domains are needed to address issues related to data, models, input prompts, model behavior monitoring, drift management, trust and reliability.Numerous studies have shown that AI system development presents a unique scenario where the code is only part of the product.The final quality of the system also depends on data quality, model",https://openalex.org/W7139974042,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.70286/isu-18.03.2026.033,,não,alta,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,26,26-50,Enterprise Grade Generative AI: Key Challenges in AI Transformation,Dr.  Sanjay Kumar,2026,10.5281/zenodo.18937665,https://www.ijert.org/enterprise-grade-generative-ai-key-challenges-in-ai-transformation,"Generative AI is a field of artificial intelligence that allows systems to generate new or synthesized content, reason with information, understand context, and provide meaningful recommendations by learning from patterns in large and complex datasets. While the potential of GenAI is extremely substantial, moving from experimental small‑scale proof of concepts to stable, enterprise‑grade solutions is not easy. Many enterprises face practical challenges during this transition. This study has been conducted using secondary qualitative analysis based on insights drawn from journals and other published reports. The objective of this paper is to highlight the key challenges organizations experience while adopting and implementing enterprise‑grade generative AI solutions, and to offer a clear perspective on and perspective on overcoming them",https://openalex.org/W7134815406,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.5281/zenodo.18937665,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,27,26-50,A Privacy by Design Framework for Large Language Model-Based Applications for Children,Diana Addae; Diana Rogachova; Nafıseh Kahani; Masoud Barati; Michael Christensen; Chen Zhou,2026,,http://arxiv.org/abs/2602.17418,"Children are increasingly using technologies powered by Artificial Intelligence (AI). However, there are growing concerns about privacy risks, particularly for children. Although existing privacy regulations require companies and organizations to implement protections, doing so can be challenging in practice. To address this challenge, this article proposes a framework based on Privacy-by-Design (PbD), which guides designers and developers to take on a proactive and risk-averse approach to technology design. Our framework includes principles from several privacy regulations, such as the General Data Protection Regulation (GDPR) from the European Union, the Personal Information Protection and Electronic Documents Act (PIPEDA) from Canada, and the Children's Online Privacy Protection Act (COPPA) from the United States. We map these principles to various stages of applications that use Large Language Models (LLMs), including data collection, model training, operational monitoring, and ongoing validation. For each stage, we discuss the operational controls found in the recent academic literature to help AI service providers and developers reduce privacy risks while meeting legal standards. In addition, the framework includes design guidelines for children, drawing from the United Nations Convention on the Rights of the Child (UNCRC), the UK's Age-Appropriate Design Code (AADC), and recent academic research. To demonstrate how this framework can be applied in practice, we present a case study of an LLM-based educational tutor for children under 13. Through our analysis and the case study, we show that by using data protection strategies such as technical and organizational controls and making age-appropriate design decisions throughout the LLM life cycle, we can support the development of AI applications for children that provide privacy protections and comply with legal requirements.",https://openalex.org/W7130763071,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,title:a privacy by design framework for large language model based applications for children,,sim,alta,,,não_aplicável
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,28,26-50,LLM Code Smells: A Taxonomy and Detection Approach,Zacharie Chenail-Larcher; Brahim Mahmoudi; Naouel Moha; Quentin Stiévenart; Florent Avellaneda,2026,,https://arxiv.org/abs/2605.22976,"Large Language Models (LLMs) are increasingly integrated into software systems for diverse purposes, due to their versatility, flexibility, and ability to simulate human reasoning to some extent. However, poor integration of LLM inference in source code can undermine software system quality. Therefore, inadequate LLM integration coding practices must be documented to help developers mitigate such issues. Following our earlier work on LLM code smells, this paper consolidates and refines the concept by presenting a self-contained taxonomy and a catalog of nine LLM code smells. We also create SpecDetect4LLM, a static source code analysis tool for their detection, and conduct extensive empirical evaluations of its detection effectiveness (precision and recall) as well as the prevalence of LLM code smells across 692 open-source software projects (171,194 source files). Our results show that LLM code smells affect 73.5% of the analyzed systems, with a detection precision of 91.3% and a recall of 71.8%.",https://openalex.org/W7162475390,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,title:llm code smells a taxonomy and detection approach,,sim,regular,,,não_aplicável
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,29,26-50,Evaluating LLM Safety Under Repeated Inference via Accelerated Prompt Stress Testing,K. Broadwater,2026,,https://arxiv.org/abs/2602.11786,"Traditional benchmarks for large language models (LLMs), such as HELM and AIR-BENCH, primarily assess safety through breadth-oriented evaluation across diverse tasks and risk categories. However, real-world deployment often exposes a different class of risk: operational failures that arise under repeated inference on identical or near-identical prompts rather than from broad task-level underperformance. In high-stakes settings, response consistency and safety under sustained use are therefore critical. We introduce Accelerated Prompt Stress Testing (APST), a depth-oriented evaluation framework inspired by highly accelerated stress testing in reliability engineering. APST repeatedly samples identical prompts under controlled operational conditions (such as decoding temperature) to surface latent failure modes including hallucinations, refusal inconsistency, and unsafe completions. Rather than treating failures as isolated events, APST models them as stochastic outcomes of repeated inference and uses Bernoulli and binomial formulations to estimate per-inference failure probabilities. Applying APST to multiple instruction-tuned LLMs evaluated on AIR-BENCH 2024--derived safety and security prompts, we find that models with comparable shallow-evaluation scores can exhibit substantially different empirical failure rates under repeated sampling. These results show that single-sample or low-depth evaluation can obscure meaningful differences in deployment-relevant reliability. APST complements existing benchmark methodologies by providing a practical framework for estimating failure frequency under sustained use and comparing safety reliability across models and decoding configurations.",https://openalex.org/W7128864545,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,title:evaluating llm safety under repeated inference via accelerated prompt stress testing,,não,alta,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,30,26-50,The Semi-Executable Stack: Agentic Software Engineering and the Expanding Scope of SE,Robert Feldt; Per Lenberg; Julian Frattini; Dhasarathy Parthasarathy,2026,,https://arxiv.org/abs/2604.15468,"AI-based systems, currently driven largely by LLMs and tool-using agentic harnesses, are increasingly discussed as a possible threat to software engineering. Foundation models get stronger, agents can plan and act across multiple steps, and tasks such as scaffolding, routine test generation, straightforward bug fixing, and small integration work look more exposed than they did only a few years ago. The result is visible unease not only among students and junior developers, but also among experienced practitioners who worry that hard-won expertise may lose value. This paper argues for a different reading. The important shift is not that software engineering loses relevance. It is that the thing being engineered expands beyond executable code to semi-executable artifacts; combinations of natural language, tools, workflows, control mechanisms, and organizational routines whose enactment depends on human or probabilistic interpretation rather than deterministic execution. The Semi-Executable Stack is introduced as a six-ring diagnostic reference model for reasoning about that expansion, spanning executable artifacts, instructional artifacts, orchestrated execution, controls, operating logic, and societal and institutional fit. The model helps locate where a contribution, bottleneck, or organizational transition primarily sits, and which adjacent rings it depends on. The paper develops the argument through three worked cases, reframes familiar objections as engineering targets rather than reasons to dismiss the transition, and closes with a preserve-versus-purify heuristic for deciding which legacy software engineering processes, controls, and coordination routines should be kept and which should be simplified or redesigned. This paper is a conceptual keynote companion: diagnostic and agenda-setting rather than empirical.",https://openalex.org/W7155245659,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,title:the semi executable stack agentic software engineering and the expanding scope of se,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,31,26-50,LLM Agents in Transportation-enabled Service Platforms: From Behavioral Simulation to Platform Decision Support,Te Xu; Linxuan Shi; Haoting Zhang; Yunduan Lin; Hansheng Jiang; Donglin Zhan; Xiangyu Li; Zhaomiao Guo; Qixiu Cheng; Zuo-Jun Max Shen,2026,10.2139/ssrn.7235878,https://doi.org/10.2139/ssrn.7235878,,https://openalex.org/W7196983500,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.2139/ssrn.7235878,,não,regular,,,pendente
OpenAlex,B_llmops_e_observabilidade,"(LLMOps OR ""LLM observability"" OR ""large language model monitoring"" OR guardrails) AND (governance OR compliance OR audit)",LLMOps observability monitoring guardrails governance compliance audit,32,26-50,AI-Driven Workflow Automation for Large-Scale Data Processing: Challenges and Future Directions,Rahul Cherekar,2025,10.63282/978-93-49929-46-3,https://doi.org/10.63282/978-93-49929-46-3,"This book explores the integration of AI with workflow automation, providing a detailed examination of cutting-edge tools, intelligent orchestration systems, and scalable architectures that are revolutionising industries. From AI-powered data pipelines and automated decision-making to real-time analytics and self-optimising infrastructure, the book bridges theoretical concepts with practical applications.",https://openalex.org/W7165690525,2026-08-22T21:15:25+00:00,3df2496545dd8bcc0e23311eaed91ea90bb0808017f8dae0e447182f7966c4f1,doi:10.63282/978-93-49929-46-3,,não,regular,,,pendente
